url_length,num_dots,has_hyphen,has_at_symbol,path_length,query_length,num_params,tld_length,uses_https,url_depth,has_ip,domain_length,num_subdomains,contains_suspicious_word,hostname_length,has_port,num_special_chars,is_shortened,fragment_length,double_slash_pos,digit_to_length_ratio,num_unique_chars,has_hex_chars,file_extension_length,num_underscores,asn,reverse_dns_present,organisation,dnsssec,is_netblock_trusted,class
35.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,26.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,6.0,0.0,23.0,0.0,0.0,0.0,27647.0,1.0,1.0,1.0,0,1.0
44.0,2.0,1.0,0.0,14.0,0.0,0.0,2.0,1.0,1.0,0.0,22.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,6.0,0.0,23.0,0.0,0.0,0.0,54113.0,1.0,1.0,1.0,1,1.0
39.0,2.0,0.0,0.0,8.0,0.0,0.0,2.0,1.0,2.0,0.0,23.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,6.0,0.0769230769230769,23.0,0.0,0.0,0.0,54113.0,1.0,1.0,1.0,1,1.0
65.0,2.0,0.0,0.0,37.0,0.0,0.0,3.0,0.0,3.0,0.0,21.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,5.0,0.0307692307692307,24.0,0.0,0.0,0.0,42846,1.0,1.0,0.0,0,0.0
29.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,22.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,5.0,0.0689655172413793,19.0,0.0,0.0,0.0,27647.0,1.0,1.0,1.0,0,1.0
79.0,2.0,0.0,0.0,38.0,0.0,0.0,3.0,1.0,1.0,0.0,33.0,1.0,0.0,33.0,0.0,5.0,0.0,0.0,6.0,0.2025316455696202,34.0,0.0,0.0,0.0,16509.0,0.0,1.0,1.0,0,1.0
37.0,2.0,1.0,0.0,12.0,0.0,0.0,3.0,0.0,1.0,0.0,18.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,5.0,0.027027027027027,26.0,0.0,0.0,0.0,13335.0,0.0,1.0,1.0,1,1.0
95.0,3.0,1.0,0.0,42.0,0.0,0.0,3.0,1.0,1.0,0.0,45.0,1.0,0.0,45.0,0.0,5.0,0.0,0.0,6.0,0.1263157894736842,37.0,0.0,4.0,0.0,16509.0,0.0,1.0,1.0,0,1.0
43.0,2.0,0.0,0.0,6.0,10.0,1.0,3.0,1.0,2.0,0.0,18.0,1.0,0.0,18.0,0.0,2.0,0.0,0.0,6.0,0.0697674418604651,27.0,0.0,0.0,0.0,14618.0,0.0,0.0,1.0,0,0.0
86.0,2.0,0.0,0.0,64.0,0.0,0.0,3.0,1.0,2.0,0.0,14.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,6.0,0.0,23.0,0.0,0.0,0.0,55470.0,0.0,0.0,1.0,0,0.0
32.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,23.0,1.0,1.0,23.0,0.0,0.0,0.0,0.0,6.0,0.0,16.0,0.0,0.0,0.0,16509.0,1.0,1.0,1.0,0,1.0
62.0,2.0,0.0,0.0,41.0,0.0,0.0,2.0,1.0,3.0,0.0,13.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,6.0,0.064516129032258,26.0,0.0,0.0,0.0,812.0,1.0,0.0,1.0,0,0.0
38.0,1.0,0.0,0.0,17.0,0.0,0.0,3.0,1.0,3.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,6.0,0.0526315789473684,20.0,0.0,0.0,0.0,47583.0,0.0,1.0,1.0,1,0.0
26.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,6.0,0.0,16.0,0.0,0.0,0.0,12595.0,1.0,0.0,1.0,0,0.0
58.0,2.0,0.0,0.0,29.0,0.0,0.0,2.0,1.0,1.0,0.0,21.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,6.0,0.0,23.0,0.0,0.0,0.0,54113.0,1.0,1.0,1.0,1,1.0
40.0,2.0,0.0,0.0,13.0,0.0,0.0,3.0,1.0,2.0,0.0,19.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,6.0,0.0,20.0,0.0,0.0,0.0,16509.0,1.0,0.0,1.0,0,0.0
39.0,2.0,0.0,0.0,15.0,0.0,0.0,3.0,1.0,2.0,0.0,16.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,6.0,0.0,19.0,0.0,0.0,0.0,14907.0,1.0,1.0,1.0,0,0.0
74.0,1.0,0.0,0.0,51.0,0.0,0.0,3.0,1.0,5.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,6.0,0.1081081081081081,27.0,0.0,0.0,0.0,13335.0,0.0,1.0,1.0,1,0.0
27.0,2.0,0.0,0.0,5.0,0.0,0.0,3.0,1.0,2.0,0.0,14.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,6.0,0.0,14.0,0.0,0.0,0.0,39572.0,0.0,1.0,1.0,0,0.0
59.0,2.0,0.0,0.0,36.0,0.0,0.0,3.0,1.0,4.0,0.0,15.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,6.0,0.135593220338983,25.0,0.0,0.0,0.0,13335.0,0.0,1.0,1.0,1,0.0
76.0,4.0,0.0,0.0,51.0,0.0,0.0,6.0,0.0,3.0,0.0,18.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,5.0,0.0789473684210526,28.0,0.0,4.0,0.0,15169.0,1.0,0.0,1.0,1,0.0
36.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,29.0,1.0,0.0,29.0,0.0,0.0,0.0,0.0,5.0,0.0,17.0,0.0,0.0,0.0,54113.0,1.0,1.0,1.0,1,1.0
77.0,3.0,0.0,0.0,54.0,0.0,0.0,3.0,1.0,2.0,0.0,15.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,6.0,0.0909090909090909,27.0,0.0,3.0,0.0,396982.0,1.0,0.0,1.0,1,0.0
92.0,2.0,0.0,0.0,67.0,0.0,0.0,3.0,1.0,4.0,0.0,17.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,6.0,0.0108695652173913,25.0,0.0,0.0,0.0,13335.0,0.0,1.0,1.0,1,0.0
58.0,2.0,0.0,0.0,31.0,0.0,0.0,2.0,1.0,3.0,0.0,19.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,6.0,0.0,21.0,0.0,3.0,0.0,51013.0,1.0,0.0,1.0,0,1.0
74.0,2.0,0.0,0.0,50.0,0.0,0.0,2.0,1.0,4.0,0.0,16.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,6.0,0.162162162,30.0,0.0,0.0,0.0,209242.0,0.0,0.0,1.0,0,0.0
65.0,2.0,0.0,0.0,10.0,32.0,1.0,3.0,1.0,1.0,0.0,14.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,6.0,0.0923076923076923,28.0,0.0,3.0,0.0,13335.0,0.0,1.0,1.0,1,0.0
96.0,2.0,0.0,0.0,66.0,0.0,0.0,3.0,1.0,3.0,0.0,22.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,6.0,0.0,23.0,0.0,0.0,0.0,13335.0,0.0,0.0,1.0,1,0.0
47.0,2.0,0.0,0.0,20.0,0.0,0.0,3.0,1.0,3.0,0.0,19.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,6.0,0.0,21.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0,0.0
56.0,1.0,0.0,0.0,31.0,0.0,0.0,3.0,1.0,3.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,6.0,0.0,20.0,0.0,0.0,0.0,30148.0,1.0,0.0,1.0,0,0.0
47.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,38.0,1.0,1.0,38.0,0.0,0.0,0.0,0.0,6.0,0.0,21.0,0.0,0.0,0.0,13335.0,0.0,1.0,1.0,1,1.0
103.0,2.0,0.0,0.0,80.0,0.0,0.0,3.0,1.0,1.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,6.0,0.0,25.0,0.0,4.0,0.0,13335.0,0.0,1.0,1.0,1,0.0
62.0,1.0,0.0,0.0,46.0,0.0,0.0,2.0,1.0,2.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,19.0,0.0,0.0,0.0,20857.0,1.0,0.0,1.0,0,0.0
43.0,1.0,1.0,0.0,20.0,0.0,0.0,2.0,1.0,4.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,6.0,0.1860465116279069,25.0,0.0,0.0,0.0,9123.0,1.0,0.0,1.0,0,0.0
49.0,2.0,0.0,0.0,25.0,0.0,0.0,3.0,1.0,3.0,0.0,16.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,6.0,0.0,21.0,0.0,0.0,0.0,27589.0,1.0,0.0,1.0,0,0.0
86.0,1.0,0.0,0.0,63.0,0.0,0.0,4.0,1.0,2.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,0.0,47583.0,1.0,1.0,1.0,0,0.0
82.0,3.0,0.0,0.0,42.0,0.0,0.0,3.0,0.0,1.0,0.0,33.0,1.0,0.0,33.0,0.0,5.0,0.0,0.0,5.0,0.1463414634146341,35.0,0.0,4.0,0.0,16509.0,0.0,1.0,1.0,0,1.0
48.0,1.0,0.0,0.0,29.0,0.0,0.0,2.0,1.0,1.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,6.0,0.0416666666666666,24.0,0.0,0.0,0.0,60357.0,0.0,0.0,1.0,0,0.0
69.0,2.0,0.0,0.0,44.0,0.0,0.0,2.0,1.0,2.0,0.0,17.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,6.0,0.0,23.0,0.0,0.0,3.0,13335.0,1.0,0.0,1.0,1,0.0
46.0,2.0,0.0,0.0,21.0,0.0,0.0,2.0,0.0,1.0,0.0,18.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,5.0,0.0434782608695652,27.0,0.0,0.0,0.0,54113.0,1.0,1.0,1.0,1,1.0
174.0,4.0,0.0,0.0,50.0,92.0,1.0,5.0,0.0,3.0,0.0,24.0,2.0,0.0,24.0,0.0,3.0,0.0,0.0,5.0,0.2816091954022988,51.0,0.0,3.0,0.0,136618.0,0.0,0.0,1.0,0,1.0
89.0,3.0,0.0,0.0,42.0,0.0,0.0,3.0,1.0,1.0,0.0,39.0,1.0,0.0,39.0,0.0,5.0,0.0,0.0,6.0,0.134831461,35.0,0.0,4.0,0.0,16509.0,0.0,1.0,1.0,0,1.0
89.0,1.0,0.0,0.0,65.0,0.0,0.0,3.0,1.0,4.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,0.0,13335.0,1.0,1.0,1.0,1,0.0
33.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,24.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,6.0,0.0,18.0,0.0,0.0,0.0,27647.0,1.0,1.0,1.0,0,1.0
40.0,3.0,1.0,0.0,12.0,0.0,0.0,3.0,1.0,1.0,0.0,20.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,6.0,0.15,23.0,0.0,4.0,0.0,16509.0,0.0,1.0,1.0,0,1.0
33.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,24.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,6.0,0.0,20.0,0.0,0.0,0.0,13335.0,0.0,1.0,1.0,1,1.0
54.0,1.0,0.0,0.0,27.0,0.0,0.0,3.0,1.0,2.0,0.0,19.0,0.0,0.0,19.0,0.0,1.0,0.0,0.0,6.0,0.037037037037037,27.0,0.0,0.0,0.0,13335.0,0.0,0.0,1.0,1,1.0
47.0,3.0,1.0,0.0,15.0,0.0,0.0,2.0,1.0,2.0,0.0,24.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,6.0,0.085106383,23.0,0.0,3.0,0.0,13335.0,0.0,1.0,1.0,1,1.0
35.0,2.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,26.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,6.0,0.1714285714285714,22.0,0.0,0.0,0.0,27647.0,1.0,1.0,1.0,0,1.0
110.0,1.0,0.0,0.0,92.0,0.0,0.0,3.0,1.0,3.0,0.0,10.0,0.0,0.0,10.0,0.0,28.0,0.0,0.0,6.0,0.2909090909090909,27.0,1.0,0.0,0.0,43754.0,1.0,1.0,1.0,0,0.0
37.0,1.0,1.0,0.0,7.0,0.0,0.0,3.0,1.0,2.0,0.0,22.0,0.0,1.0,22.0,0.0,0.0,1.0,0.0,6.0,0.0,21.0,0.0,0.0,0.0,136970.0,0.0,1.0,1.0,0,1.0
37.0,2.0,0.0,0.0,21.0,0.0,0.0,2.0,1.0,2.0,0.0,8.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,19.0,0.0,4.0,0.0,55293.0,1.0,0.0,1.0,0,1.0
79.0,2.0,1.0,0.0,43.0,0.0,0.0,2.0,1.0,3.0,0.0,28.0,1.0,0.0,28.0,0.0,0.0,0.0,0.0,6.0,0.050632911392405,26.0,0.0,0.0,0.0,24940.0,1.0,0.0,1.0,0,0.0
36.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,28.0,1.0,0.0,28.0,0.0,0.0,0.0,0.0,6.0,0.1111111111111111,22.0,0.0,0.0,0.0,21859.0,0.0,1.0,1.0,0,1.0
44.0,2.0,0.0,0.0,24.0,0.0,0.0,3.0,0.0,2.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,5.0,0.3181818181818182,25.0,0.0,4.0,0.0,16509,1.0,0.0,1.0,1,0.0
52.0,2.0,1.0,0.0,9.0,0.0,0.0,3.0,1.0,1.0,0.0,35.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,6.0,0.0,22.0,0.0,0.0,1.0,16509.0,0.0,1.0,1.0,0,1.0
39.0,2.0,0.0,0.0,13.0,0.0,0.0,2.0,0.0,1.0,0.0,19.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,5.0,0.0769230769230769,26.0,0.0,0.0,1.0,54113.0,1.0,1.0,1.0,1,1.0
90.0,1.0,0.0,0.0,65.0,0.0,0.0,3.0,1.0,6.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,6.0,0.0888888888888888,30.0,0.0,0.0,0.0,396982.0,1.0,0.0,1.0,1,0.0
55.0,3.0,0.0,0.0,27.0,0.0,0.0,3.0,1.0,3.0,0.0,20.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,6.0,0.0,21.0,0.0,4.0,0.0,24940.0,1.0,0.0,1.0,1,0.0
64.0,2.0,0.0,0.0,35.0,0.0,0.0,3.0,1.0,4.0,0.0,21.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,6.0,0.125,25.0,0.0,0.0,0.0,198610.0,1.0,1.0,1.0,0,0.0
108.0,2.0,0.0,0.0,1.0,30.0,1.0,3.0,1.0,1.0,0.0,68.0,1.0,0.0,68.0,0.0,1.0,0.0,0.0,6.0,0.166666667,33.0,0.0,0.0,0.0,13335.0,0.0,1.0,1.0,1,1.0
126.0,1.0,0.0,0.0,107.0,0.0,0.0,3.0,1.0,4.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,6.0,0.1587301587301587,38.0,0.0,0.0,0.0,13335.0,0.0,0.0,1.0,1,0.0
29.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,21.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,6.0,0.0,16.0,0.0,0.0,0.0,27647.0,1.0,1.0,1.0,0,1.0
81.0,3.0,0.0,0.0,42.0,0.0,0.0,3.0,1.0,1.0,0.0,31.0,1.0,0.0,31.0,0.0,5.0,0.0,0.0,6.0,0.1481481481481481,36.0,0.0,4.0,0.0,16509.0,0.0,1.0,1.0,0,1.0
22.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,13.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,6.0,0.0,13.0,0.0,0.0,0.0,13335.0,0.0,1.0,1.0,1,1.0
27.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,0.0,0.0,13335.0,0.0,0.0,1.0,1,1.0
222.0,3.0,0.0,0.0,67.0,125.0,4.0,2.0,1.0,5.0,0.0,21.0,1.0,0.0,21.0,0.0,8.0,0.0,0.0,6.0,0.3108108108108108,43.0,0.0,4.0,0.0,13335.0,0.0,0.0,1.0,1,0.0
49.0,2.0,0.0,0.0,9.0,0.0,0.0,3.0,1.0,1.0,0.0,32.0,1.0,1.0,32.0,0.0,0.0,0.0,0.0,6.0,0.0,19.0,0.0,0.0,1.0,16509.0,0.0,1.0,1.0,0,1.0
60.0,2.0,0.0,0.0,38.0,0.0,0.0,2.0,1.0,2.0,0.0,14.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,0.0,13335.0,1.0,0.0,1.0,1,0.0
49.0,1.0,1.0,0.0,24.0,0.0,0.0,2.0,1.0,3.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,6.0,0.0,21.0,0.0,0.0,0.0,24940.0,1.0,0.0,1.0,1,0.0
36.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,28.0,1.0,0.0,28.0,0.0,0.0,0.0,0.0,6.0,0.0,19.0,0.0,0.0,0.0,27647.0,1.0,1.0,1.0,0,1.0
125.0,2.0,0.0,0.0,17.0,85.0,2.0,2.0,1.0,2.0,0.0,14.0,1.0,0.0,14.0,0.0,25.0,0.0,0.0,6.0,0.216,43.0,1.0,0.0,1.0,132203.0,0.0,1.0,0.0,0,0.0
52.0,3.0,1.0,0.0,21.0,0.0,0.0,2.0,1.0,1.0,0.0,23.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,6.0,0.0192307692307692,26.0,0.0,4.0,1.0,8648.0,1.0,0.0,1.0,0,0.0
76.0,3.0,0.0,0.0,13.0,26.0,2.0,3.0,1.0,2.0,0.0,28.0,2.0,0.0,28.0,0.0,4.0,0.0,0.0,6.0,0.0921052631578947,34.0,0.0,0.0,0.0,19551.0,0.0,1.0,1.0,0,0.0
56.0,1.0,0.0,0.0,37.0,0.0,0.0,2.0,1.0,3.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,6.0,0.125,28.0,0.0,0.0,0.0,24940.0,1.0,0.0,1.0,0,0.0
202.0,2.0,1.0,0.0,167.0,14.0,1.0,2.0,1.0,5.0,0.0,12.0,0.0,0.0,12.0,0.0,2.0,0.0,0.0,6.0,0.0792079207920792,34.0,0.0,160.0,0.0,24940.0,1.0,0.0,1.0,1,0.0
84.0,1.0,0.0,0.0,60.0,0.0,0.0,2.0,1.0,2.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,6.0,0.0833333333333333,29.0,0.0,0.0,0.0,13335.0,1.0,0.0,1.0,1,0.0
61.0,2.0,1.0,0.0,13.0,0.0,0.0,4.0,1.0,1.0,0.0,40.0,1.0,1.0,40.0,0.0,0.0,0.0,0.0,6.0,0.1475409836065573,29.0,0.0,0.0,1.0,16276.0,1.0,0.0,1.0,0,1.0
52.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,44.0,1.0,0.0,44.0,0.0,0.0,0.0,0.0,6.0,0.0,22.0,0.0,0.0,0.0,13335.0,0.0,1.0,1.0,1,1.0
129.0,2.0,0.0,0.0,107.0,0.0,0.0,2.0,1.0,6.0,0.0,14.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,6.0,0.0852713178294573,29.0,0.0,0.0,0.0,34788.0,1.0,0.0,1.0,0,0.0
27.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,18.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,6.0,0.0,16.0,0.0,0.0,0.0,54113.0,0.0,1.0,1.0,1,1.0
31.0,1.0,0.0,0.0,9.0,0.0,0.0,3.0,1.0,1.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,6.0,0.0,18.0,0.0,0.0,0.0,13335.0,0.0,1.0,1.0,1,1.0
42.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,35.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,5.0,0.0714285714285714,22.0,0.0,0.0,0.0,16509.0,1.0,1.0,1.0,0,1.0
39.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,30.0,1.0,1.0,30.0,0.0,0.0,0.0,0.0,6.0,0.0,21.0,0.0,0.0,0.0,13335.0,0.0,1.0,1.0,1,1.0
77.0,1.0,0.0,0.0,53.0,0.0,0.0,3.0,1.0,2.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,6.0,0.0129870129870129,22.0,0.0,0.0,0.0,209242.0,0.0,0.0,1.0,0,0.0
